year,artists,name,popularity
1996,['Donna Lewis'],I Love You Always Forever,69
1996,['Bryan Adams'],Have You Ever Really Loved A Woman?,69
1997,['Foo Fighters'],Monkey Wrench,69
1997,['Will Smith'],Miami,69
1997,['Sarah McLachlan'],Angel,69
1997,['Buena Vista Social Club'],Chan Chan,69
1998,['*NSYNC'],"Merry Christmas, Happy Holidays",69
1998,"['Donny Osmond', 'Chorus - Mulan']","I'll Make a Man Out of You - From ""Mulan""/Soundtrack",69
1998,['Beastie Boys'],Intergalactic - Remastered,69
1998,['Ms. Lauryn Hill'],Ex-Factor,69
1998,['Alice DJ'],Better Off Alone,69
1998,['Whitney Houston'],My Love Is Your Love,69
1998,['Shakira'],"Ciega, Sordomuda",69
1998,['Ricky Martin'],Vuelve,69
1999,"['Dr. Dre', 'Hittman', 'Six-Two', 'Nate Dogg', 'Kurupt']",Xxplosive,69
1999,"['Santana', 'Rob Thomas']",Smooth (feat. Rob Thomas),69
1999,['Mos Def'],Ms. Fat Booty,69
1999,['Wheatus'],Teenage Dirtbag,69
1999,"['Joe Cocker', 'Jennifer Warnes']","Up Where We Belong - From ""An Officer And A Gentleman""",69
2000,['Ray Parker Jr.'],Ghostbusters,69
2000,['Wheatus'],Teenage Dirtbag,69
2000,['Eminem'],Kill You,69
2000,"['Eminem', 'Dr. Dre', 'Snoop Dogg', 'Xzibit', 'Nate Dogg']",Bitch Please II,69
2000,['The Corrs'],Breathless,69
2001,"['Kid Rock', 'Sheryl Crow']",Picture (feat. Sheryl Crow),69
2001,['Ginuwine'],Differences,69
2001,['The Shins'],New Slang,69
2001,['Incubus'],Wish You Were Here,69
2001,['Missy Elliott'],Get Ur Freak On,69
2001,['Creed'],One Last Breath,69
2001,['Britney Spears'],I'm a Slave 4 U,69
2001,['Daft Punk'],Something About Us,69
2002,['Chevelle'],The Red,69
2002,['3 Doors Down'],When I'm Gone,69
2002,['Ying Yang Twins'],Say I Yi Yi,69
2002,['The Chicks'],Landslide,69
2002,['Los Angeles De Charly'],Un Sueño,69
2002,['Christina Aguilera'],Fighter,69
2002,['Maroon 5'],This Love,69
2002,['Red Hot Chili Peppers'],The Zephyr Song,69
2002,"['Christina Aguilera', 'Redman']",Dirrty (feat. Redman),69
2002,"['Sean Paul', 'Sasha', 'Jeremy Harding', 'Murray Elias']",I'm Still in Love with You (feat. Sasha),69
2002,['Bacilos'],Mi primer millon,69
2003,"['50 Cent', 'Nate Dogg']",21 Questions,69
2003,"['Fabolous', 'Tamia']",Into You (feat. Tamia),69
2003,['Frankie Valli'],Can't Take My Eyes off You,69
2003,['The Darkness'],I Believe in a Thing Called Love,69
2003,['DMX'],Where The Hood At,69
2003,['LeAnn Rimes'],How Do I Live,69
2003,['Marco Antonio Solís'],Más Que Tu Amigo,69
2003,['G-Unit'],Poppin' Them Thangs,69
2003,['Julieta Venegas'],Andar Conmigo,69
2004,"['Seether', 'Amy Lee']",Broken,69
2004,['Kanye West'],Through The Wire,69
2004,['Kanye West'],Jesus Walks,69
2004,['Usher'],Burn,69
2004,['D12'],My Band,69
2004,['Eminem'],Like Toy Soldiers,69
2004,"['Diddy', 'Ginuwine', 'Loon', 'Mario Winans']","I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",69
2004,['Avril Lavigne'],My Happy Ending,69
2004,['2Pac'],Ghetto Gospel,69
2005,['Jack Johnson'],Banana Pancakes,69
2005,['Black Eyed Peas'],Pump It,69
2005,['Seether'],Remedy,69
2005,['Daryl Hall & John Oates'],Rich Girl,69
2005,['Avenged Sevenfold'],Bat Country,69
2005,['The Offspring'],Come Out And Play (Keep ‘Em Separated),69
2005,['System Of A Down'],Hypnotize,69
2005,['50 Cent'],Disco Inferno,69
2005,['New Order'],Blue Monday - 2016 Remaster,69
2006,['The Citizens of Halloween'],This Is Halloween,69
2006,['Three Days Grace'],Never Too Late,69
2006,['Jackie Wilson'],(Your Love Keeps Lifting Me) Higher & Higher,69
2006,['Ikimonogakari'],熱情のスペクトラム,69
2006,['Band of Horses'],The Funeral,69
2006,['Aventura'],El Perdedor,69
2006,['The Killers'],Read My Mind,69
2006,['Muse'],Knights of Cydonia,69
2007,['Colbie Caillat'],Bubbly,69
2007,"['The Cinematic Orchestra', 'Patrick Watson']",To Build A Home,69
2007,"['T-Pain', 'Akon']",Bartender,69
2007,['Kanye West'],I Wonder,69
2007,"['Chris Brown', 'T-Pain']",Kiss Kiss (feat. T-Pain),69
2007,['Eazy-E'],Real Muthaphuckkin' G's,69
2007,['Mario'],How Do I Breathe,69
2007,['Chris Brown'],Take You Down,69
2007,['The Notorious B.I.G.'],Hypnotize - 2007 Remaster,69
2007,['Avenged Sevenfold'],Afterlife,69
2007,['Joe Arroyo'],La rebelion,69
2007,['Leona Lewis'],Bleeding Love,69
2008,['Jamey Johnson'],In Color,69
2008,['Taylor Swift'],You Belong With Me,69
2008,['Rise Against'],Savior,69
2008,['Katy Perry'],I Kissed A Girl,69
2008,['Ray LaMontagne'],You Are the Best Thing,69
2008,"['Lil Wayne', 'Static Major']",Lollipop,69
2008,['Jonas Brothers'],Burnin' Up,69
2008,"['T.I.', 'Justin Timberlake']",Dead And Gone,69
2008,['Beyoncé'],Single Ladies (Put a Ring on It),69
2008,['Slipknot'],Snuff,69
2008,"['Angel Y Khriz', 'Gocho ""El Lápiz De Platino""', 'John Eric']",Na De Na,69
2009,['Five Finger Death Punch'],Bad Company,69
2009,['Brooks & Dunn'],Boot Scootin' Boogie,69
2009,['Miley Cyrus'],The Climb,69
2009,['Uncle Kracker'],Smile,69
2009,['A Day To Remember'],If It Means a Lot to You,69
2009,"['Mike Posner', 'Big Sean']",Cooler Than Me,69
2009,['Grizzly Bear'],Two Weeks,69
2009,['Skillet'],Awake and Alive,69
2009,"['Jay Sean', 'Sean Paul', 'Lil Jon']",Do You Remember,69
2009,['The Fray'],Never Say Never,69
2009,['Justin Bieber'],One Less Lonely Girl,69
2009,"['Eminem', 'Dr. Dre', '50 Cent']",Crack A Bottle,69
2009,['Linkin Park'],New Divide,69
2010,['Cody Jinks'],Hippies and Cowboys,69
2010,['Two Door Cinema Club'],What You Know,69
2010,"['Far East Movement', 'The Cataracs', 'DEV']",Like A G6,69
2010,"['Far East Movement', 'Ryan Tedder', 'Ruff Loaderz']",Rocketeer,69
2010,"['Lil Wayne', 'Drake']",Right Above It,69
2010,"['Maroon 5', 'Christina Aguilera']",Moves Like Jagger - Studio Recording From The Voice Performance,69
2010,"['Rick Ross', 'Drake', 'Chrisette Michele']",Aston Martin Music,69
2010,['Lady A'],Need You Now,69
2010,"['Kid Cudi', 'Kanye West']",Erase Me - Main,69
2010,['Jeremih'],Love Don't Change,69
2010,['Kesha'],Your Love Is My Drug,69
2010,"['Kanye West', 'Kid Cudi', 'Raekwon']",Gorgeous,69
2010,"['T.I.', 'Eminem']",That's All She Wrote,69
2010,['Justin Bieber'],Somebody To Love,69
2010,['Kesha'],Take It Off,69
2010,['Kylie Minogue'],Santa Baby,69
2010,['Train'],Shake Up Christmas,69
2011,['Cody Johnson'],Diamond In My Pocket,69
2011,"['Drake', 'Lil Wayne']",HYFR (Hell Ya Fucking Right),69
2011,['Eartha Kitt'],Santa Baby,69
2011,['Drake'],Doing It Wrong,69
2011,['Mindless Self Indulgence'],Molly,69
2011,"['Cobra Starship', 'Sabi']",You Make Me Feel... (feat. Sabi),69
2011,['Naomi Scott'],She's So Gone,69
2011,['The Black Keys'],Gold on the Ceiling,69
2011,"['Chris Brown', 'Tyga', 'Kevin McCall']",Deuces (feat. Tyga & Kevin McCall),69
2011,"['Bad Meets Evil', 'Bruno Mars']",Lighters,69
2011,['Demi Lovato'],Skyscraper,69
2011,['Rihanna'],Where Have You Been,69
2012,"['The Script', 'will.i.am']",Hall of Fame (feat. will.i.am),69
2012,['Taylor Swift'],All Too Well,69
2012,['The Wanted'],Glad You Came,69
2012,['Mumford & Sons'],I Will Wait,69
2012,['Carly Rae Jepsen'],Call Me Maybe,69
2012,"['Travis Porter', 'Tyga']",Ayy Ladies (feat. Tyga),69
2012,"['Romeo Santos', 'Usher']",Promise (feat. Usher),69
2012,"['Maejor', 'Waka Flocka Flame']",Lights Down Low (feat. Waka Flocka Flame),69
2012,['The Weeknd'],High For This,69
2012,['Ne-Yo'],Let Me Love You (Until You Learn To Love Yourself),69
2012,"['Macklemore & Ryan Lewis', 'Mary Lambert']",Same Love - feat. Mary Lambert,69
2012,['Muse'],Madness,69
2012,['Katy Perry'],Teenage Dream,69
2013,['Hillsong UNITED'],Oceans (Where Feet May Fail),69
2013,"['Ariana Grande', 'Mac Miller']",The Way,69
2013,"['Florida Georgia Line', 'Luke Bryan']",This Is How We Roll,69
2013,['Jhené Aiko'],The Worst,69
2013,"['J. Cole', 'TLC']",Crooked Smile (feat. TLC),69
2013,['Lorde'],Ribs,69
2013,"['Set It Off', 'Ash Costello']",Partners in Crime (feat. Ash Costello),69
2013,['Avenged Sevenfold'],Shepherd of Fire,69
2013,['Coda'],BLOODY STREAM,69
2013,['Winter Aid'],The Wisp Sings,69
2014,['Taylor Swift'],Wildest Dreams,69
2014,"['The Vamps', 'Demi Lovato']",Somebody To You,69
2014,['Hozier'],Like Real People Do,69
2014,['Lee Brice'],I Don't Dance,69
2014,"['Nicki Minaj', 'Drake', 'Lil Wayne', 'Chris Brown']",Only,69
2014,['5 Seconds of Summer'],Amnesia,69
2014,['Sam Hunt'],Break Up In A Small Town,69
2014,['Tove Lo'],Habits (Stay High),69
2014,['Little Big Town'],Girl Crush,69
2014,['J. Cole'],A Tale of 2 Citiez,69
2014,['J. Cole'],Apparently,69
2014,['Vance Joy'],Georgia,69
2014,['Young the Giant'],Mind Over Matter,69
2014,"['Sage The Gemini', 'Iamsu!']",Gas Pedal,69
2014,"['Usher', 'Juicy J']",I Don't Mind (feat. Juicy J),69
2014,"['Wiz Khalifa', 'Ghost Loft']",So High (feat. Ghost Loft),69
2015,['Chris Young'],I'm Comin' Over,69
2015,['Zac Brown Band'],Homegrown,69
2015,['Lil Uzi Vert'],7:00 AM,69
2015,"['Lil Dicky', 'Brendon Urie']",Molly (feat. Brendon Urie of Panic at the Disco),69
2015,['Jonathan Groff'],What Comes Next?,69
2015,"['Phillipa Soo', 'Lin-Manuel Miranda']",That Would Be Enough,69
2015,['Original Broadway Cast of Hamilton'],Stay Alive,69
2015,"['Jasmine Cephas-Jones', 'Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Sydney James Harcourt', 'Original Broadway Cast of Hamilton']",Say No to This,69
2015,"['Phillipa Soo', 'Anthony Ramos', 'Lin-Manuel Miranda', 'Renée Elise Goldsberry']",Take a Break,69
2015,"['Christopher Jackson', 'Daveed Diggs', 'Lin-Manuel Miranda', 'Okieriete Onaodowan']",Cabinet Battle #1,69
2015,['Fall Out Boy'],Uma Thurman,69
2015,['Drake'],Legend,69
2015,"['Travis Scott', 'Justin Bieber', 'Young Thug']",Maria I'm Drunk (feat. Justin Bieber & Young Thug),69
2016,['Daya'],"Sit Still, Look Pretty",69
2016,"['Charlie Puth', 'Selena Gomez']",We Don't Talk Anymore (feat. Selena Gomez),69
2016,['Keith Urban'],Blue Ain't Your Color,69
2016,['A Boogie Wit da Hoodie'],My Shit,69
2016,['Lil Uzi Vert'],Ps & Qs,69
2016,['Kevin Gates'],2 Phones,69
2016,['Shakey Graves'],Tomorrow,69
2016,"['Chance the Rapper', 'Justin Bieber', 'Towkio']",Juke Jam (feat. Justin Bieber & Towkio),69
2016,['Elevation Worship'],O Come to the Altar (Live),69
2016,['Drake'],Feel No Ways,69
2016,"['Gucci Mane', 'Drake']",Both (feat. Drake),69
2016,['J. Cole'],Deja Vu,69
2016,['lil aaron'],DRUGS,69
2016,['Frank Ocean'],Solo,69
2017,['Julia Michaels'],Issues,69
2017,['Midland'],Drinkin' Problem,69
2017,['Old Dominion'],Written in the Sand,69
2017,['Trippie Redd'],It Takes Time,69
2017,['Brett Young'],Mercy,69
2017,['Bryce Vine'],Drew Barrymore,69
1956,['Frank Sinatra'],I've Got You Under My Skin - Remastered 1998,68
1959,['Dean Martin'],"Baby, It's Cold Outside",68
1962,"[""Booker T. & the M.G.'s""]",Green Onions,68
1963,['The Beatles'],I Saw Her Standing There - Remastered 2009,68
1963,['The Beatles'],Love Me Do - Remastered 2009,68
1964,['Sam Cooke'],A Change Is Gonna Come,68
1964,['The Supremes'],Baby Love,68
1964,['The Everly Brothers'],All I Have to Do Is Dream,68
1964,['The Kinks'],All Day and All of the Night,68
1965,"[""The Lovin' Spoonful""]",Do You Believe in Magic?,68
1965,['The Beatles'],Norwegian Wood (This Bird Has Flown) - Remastered 2009,68
1965,['Martha Reeves & The Vandellas'],Dancing In The Street - Stereo,68
1965,['The Who'],My Generation - Stereo Version,68
1965,['Nina Simone'],I Put A Spell On You,68
1966,['Paul Anka'],Put Your Head on My Shoulder,68
1967,['Jackie Wilson'],(Your Love Keeps Lifting Me) Higher & Higher,68
1967,['The Moody Blues'],Nights In White Satin - Single Version / Mono Mix,68
1968,['Louis Armstrong'],What A Wonderful World - Single Version,68
1968,['Steppenwolf'],Born To Be Wild - Single Version,68
1968,['Aretha Franklin'],Think,68
1969,['The Who'],Pinball Wizard,68
1970,['Johnny Cash'],I Walk the Line,68
1970,['The Velvet Underground'],Oh! Sweet Nuthin' - 2015 Remaster,68
1970,['Creedence Clearwater Revival'],Lookin' Out My Back Door,68
1971,['Al Green'],Tired of Being Alone,68
1971,['Led Zeppelin'],Stairway to Heaven - 1990 Remaster,68
1972,['Jackson Browne'],Doctor My Eyes,68
1972,['John Denver'],Rocky Mountain High,68
1972,['David Bowie'],Moonage Daydream - 2012 Remaster,68
1973,['Eagles'],Desperado - 2013 Remaster,68
1973,['The Beatles'],Don't Let Me Down - Remastered 2009,68
1973,['Elvis Presley'],Burning Love,68
1974,['Dolly Parton'],Jolene,68
1974,['The Hollies'],The Air That I Breathe - 2008 Remaster,68
1974,['Barry White'],"Can't Get Enough Of Your Love, Babe",68
1974,"['Elis Regina', 'Antônio Carlos Jobim']",Águas De Março,68
1975,['America'],Sister Golden Hair,68
1975,['Bob Marley & The Wailers'],"No Woman, No Cry - Live At The Lyceum, London/1975",68
1976,['Queen'],Somebody To Love - Remastered 2011,68
1976,['Steve Miller Band'],Fly Like An Eagle,68
1976,['Stevie Wonder'],Isn't She Lovely,68
1976,['Bee Gees'],"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",68
1977,['Fleetwood Mac'],Don't Stop - 2004 Remaster,68
1977,['Foreigner'],Cold as Ice,68
1977,['The Emotions'],Best of My Love,68
1977,['Bob Marley & The Wailers'],Waiting In Vain,68
1977,['Iggy Pop'],Lust For Life,68
1977,['José José'],El Amar y el Querer,68
1978,['Van Halen'],You Really Got Me - 2015 Remaster,68
1978,['The Rolling Stones'],Miss You - Remastered,68
1978,['Silvio Rodríguez'],Ojalá,68
1979,['Pink Floyd'],Hey You,68
1979,"['Neil Young', 'Crazy Horse']","My My, Hey Hey (Out of the Blue) - 2016 Remaster",68
1979,['Electric Light Orchestra'],Last Train to London,68
1980,['REO Speedwagon'],Take It On the Run,68
1980,['Joy Division'],Love Will Tear Us Apart - 2020 Remaster,68
1980,['The Police'],Don't Stand So Close To Me,68
1980,['Air Supply'],All Out of Love,68
1981,['Soft Cell'],Tainted Love,68
1981,['Blue Öyster Cult'],Burnin' for You,68
1981,['Loverboy'],Working for the Weekend,68
1981,['Stevie Nicks'],Edge of Seventeen - 2016 Remaster,68
1982,['George Strait'],Amarillo By Morning,68
1982,"['Dolly Parton', 'Kenny Rogers']",Islands In the Stream,68
1982,['Asia'],Heat Of The Moment,68
1982,['George Thorogood & The Destroyers'],Bad To The Bone,68
1982,['The Jam'],Town Called Malice,68
1983,['Journey'],Faithfully,68
1983,['Elton John'],I Guess That's Why They Call It The Blues,68
1983,['David Bowie'],Modern Love - 2018 Remaster,68
1983,['Billy Idol'],Eyes Without A Face,68
1983,['Rocío Dúrcal'],La Gata Bajo la Lluvia,68
1983,['F.R. David'],Words - Original Version 1983,68
1984,['Pretenders'],2000 Miles - 2007 Remaster,68
1984,['Leonard Cohen'],Hallelujah,68
1985,"['Robert Palmer', ""Eric 'ET' Thorngren""]",Addicted To Love,68
1985,['John Parr'],St. Elmos Fire (Man in Motion),68
1985,['Whitney Houston'],Greatest Love of All,68
1985,['U.S.A. For Africa'],We Are The World,68
1985,['Stevie Wonder'],Part-Time Lover,68
1985,['Baltimora'],Tarzan Boy,68
1985,['The Waterboys'],The Whole of the Moon - 2004 Remaster,68
1985,['Elton John'],Nikita,68
1985,['Modern Talking'],Cheri Cheri Lady,68
1986,"['The Communards', 'Sarah Jane Morris']",Don't Leave Me This Way (with Sarah Jane Morris),68
1986,['Mecano'],Me Cuesta Tanto Olvidarte,68
1987,['Rick Astley'],Never Gonna Give You Up,68
1987,['Eazy-E'],Boyz-N-The-Hood,68
1987,['Def Leppard'],Hysteria,68
1987,['Michael Jackson'],Man in the Mirror - 2012 Remaster,68
1987,"[""Guns N' Roses""]",Patience,68
1987,['Midnight Oil'],Beds Are Burning - Remastered,68
1987,['Flans'],Las Mil Y Una Noches,68
1987,['Joe Cocker'],You Are So Beautiful,68
1988,['Traveling Wilburys'],End Of The Line,68
1988,['Bon Jovi'],Bad Medicine,68
1988,['Bon Jovi'],I'll Be There For You,68
1988,['Tracy Chapman'],Talkin' Bout a Revolution,68
1989,['Skid Row'],I Remember You,68
1989,['Pixies'],Hey,68
1990,['Jerry Rivera'],Amores Como el Nuestro,68
1991,['Nirvana'],Lithium,68
1991,['Bonnie Raitt'],I Can't Make You Love Me,68
1991,"[""Guns N' Roses""]",Civil War,68
1991,['Rocío Dúrcal'],Como Tu Mujer,68
1992,['The Pharcyde'],Passin' Me By,68
1992,['R.E.M.'],Man On The Moon,68
1992,['Caifanes'],No Dejes Que...,68
1992,['Faith No More'],Easy,68
1993,['TOOL'],Sober,68
1993,['Ray Parker Jr.'],Ghostbusters,68
1993,['Salt-N-Pepa'],Shoop,68
1993,['Souls Of Mischief'],93 'Til Infinity,68
1993,['Pearl Jam'],Daughter (Remastered),68
1993,['Vicente Fernández'],Hermoso Cariño,68
1993,['Duran Duran'],Come Undone,68
1993,['Robin S'],Show Me Love,68
1993,['UB40'],(I Can't Help) Falling In Love With You,68
1993,['Aerosmith'],Amazing,68
1994,['Collective Soul'],Shine,68
1994,['TLC'],Creep,68
1994,['Soundgarden'],Spoonman,68
1994,"['Claude Debussy', 'Martin Jones']","Clair de Lune, L. 32",68
1994,['The Notorious B.I.G.'],Who Shot Ya? - 2005 Remaster,68
1994,['Portishead'],Glory Box,68
1995,['John Michael Montgomery'],Sold (The Grundy County Auction Incident),68
1995,['Tim McGraw'],"I Like It, I Love It",68
1995,['No Doubt'],Don't Speak,68
1995,['The Presidents Of The United States Of America'],Lump,68
1995,['Alanis Morissette'],You Oughta Know - 2015 Remaster,68
1995,['Shakira'],Estoy Aquí,68
1996,['Toni Braxton'],Un-Break My Heart,68
1996,['Céline Dion'],It's All Coming Back to Me Now,68
1996,['Intocable'],¿Y Todo Para Qué?,68
1996,['Dimension Latina'],Llorarás,68
1996,['Kabah'],La Calle De Las Sirenas,68
1996,['Café Tacvba'],Como te extraño mi amor,68
1996,['Robert Miles'],Children,68
1997,['Deftones'],My Own Summer (Shove It),68
1997,['Erykah Badu'],On & On,68
1997,['Radiohead'],Exit Music (For a Film),68
1997,"['Ella Fitzgerald', 'Louis Armstrong']",Cheek To Cheek,68
1997,['Hanson'],MMMBop,68
1997,['Janet Jackson'],Together Again,68
1997,['Spice Girls'],Stop,68
1997,"['Joan Sebastian', 'Lisa Lopez']",Rumores,68
1998,['Bobby Helms'],Jingle Bell Rock,68
1998,"['Big Pun', 'Joe']",Still Not a Player (feat. Joe) - Radio Version,68
1998,['DMX'],Ruff Ryders' Anthem,68
1998,['Korn'],Got the Life,68
1998,"['Brandy', 'Monica']",The Boy Is Mine,68
1998,['David Gray'],This Year's Love,68
1998,"['Joan Sebastian', 'Alberto Vazquez']",Maracas,68
1999,['Incubus'],Pardon Me,68
1999,['Creed'],Higher,68
1999,['Lonestar'],Amazed,68
1999,['Los Socios Del Ritmo'],Llorar,68
1999,['Los Ángeles Azules'],El Listón De Tu Pelo,68
1999,['Britney Spears'],Sometimes,68
1999,['Backstreet Boys'],Show Me the Meaning of Being Lonely,68
1999,['Cristian Castro'],Por Amarte Así,68
2000,['OutKast'],"So Fresh, So Clean",68
2000,['Deftones'],Change (In the House of Flies),68
2000,['Sam Cooke'],Bring It On Home to Me,68
2000,['Aaron Y Su Grupo Ilusion'],Todo Me Gusta De Ti,68
2000,['Toni Braxton'],He Wasn't Man Enough,68
2000,['Sade'],By Your Side,68
2000,['Puerto Rican Power'],Tu Cariñito,68
2001,['TOOL'],Schism,68
2001,['blink-182'],The Rock Show,68
2001,['The White Stripes'],Fell In Love With a Girl,68
2001,['Billy Joel'],Piano Man,68
2001,['Dope'],Die MF Die,68
2001,['P!nk'],Get the Party Started,68
2001,['Carl Douglas'],Kung Fu Fighting,68
2001,"['Ricky Martin', 'Alejandro Sanz', 'Thalia', 'Juan Luis Guerra 4.40', 'Gloria Estefan', 'Celia Cruz', 'Olga Tañón', 'Ricardo Montaner', 'Ana Gabriel', 'Jorge Hernández', 'Los Tigres Del Norte', 'Alicia Villarreal', 'Alejandro Fernández', 'Carlos Vives', 'Jaci Velasquez', 'Marco Antonio Solís', 'José José', 'Lucía Méndez', 'Jennifer Lopez', 'Emmanuele', 'Chayanne', 'Gilberto Santa Rosa', 'Paulina Rubio', 'Alberto ""Beto"" Zapata', 'La Ley', 'Ana Bárbara', 'Carlos Ponce', 'Jon Secada', 'Shakira', 'Gian Marco', 'Luis Fonsi', 'Yuri', 'Miguel Bosé', 'Wilkins', 'Giselle', 'Melina Leon', 'Limi-T 21', 'Christina Aguilera', 'José Feliciano', 'José Luis Rodríguez']",El Ultimo Adiós - Varios Artistas Version,68
2001,['Tenacious D'],Tribute,68
2002,['Toby Keith'],"Courtesy Of The Red, White And Blue (The Angry American)",68
